emp_no,first_name,last_name,gender,salary,to_date
214204,Alexius,Glowinski,F,68265,1987-07-10
214071,Jordanka,Goldhammer,F,61772,1989-12-22
214078,Surveyors,Merli,M,76255,1996-04-26
214090,Tsvetan,Janocha,M,48431,1986-09-24
214211,Miomir,Peres,F,56701,1988-12-25
214097,Hideyuki,Kroon,M,56332,1995-06-01
214099,Holgard,Prenel,F,59556,1987-01-01
214216,Stabislas,Billawala,M,40000,1986-06-01
214108,Chiradeep,Ellozy,F,57811,1989-07-14
214241,Toshimo,Strandh,M,66193,1986-08-11
214252,Katsuo,Granlund,M,66474,1986-08-29
214307,Adam,Lamma,M,40000,1988-01-25
214261,Terresa,Munch,M,40000,1988-12-06
214311,Bodh,Potthoff,M,45876,1986-10-04
214317,Thodoros,Kugler,M,46339,1999-06-24
214302,Xiadong,Siegrist,M,40000,1997-10-21
214327,Jaewoo,Solares,F,40000,1988-12-10
214357,Uno,Coney,F,40000,1987-08-04
214358,Ravishankar,Pileggi,M,40055,2000-10-14
214491,Ulf,Cromarty,M,67347,1993-03-23
214364,Kwangho,Siksek,M,61151,1998-07-07
214376,Jingling,Krogh,M,40000,1995-01-08
214385,Mechthild,Yemenis,M,67345,1988-04-22
214496,Gunilla,Halevi,M,59471,2000-03-07
214394,Faiza,DeMori,F,48534,1989-02-23
214506,Vishv,Fortenbacher,F,57597,1989-07-24
214401,Jiakeng,Sanella,M,57072,1989-07-30
214508,Arvin,Limongiello,M,46685,1986-08-05
214414,Xuedong,Koyama,F,66496,1989-03-27
214511,Masaki,Marquardt,F,40000,1986-02-18
214522,Otmar,Flanders,F,40000,1993-05-10
214430,Kirk,Hofman,M,53401,1986-06-30
214436,Ashish,Panangaden,M,77215,2000-09-06
214441,Padma,Sgarro,F,67417,1988-12-16
214535,Sampalli,Demir,F,40000,1988-07-10
214445,Shaw,Decleir,M,40000,1986-04-28
214446,Barry,Mersereau,M,71698,1999-08-17
214448,Gay,Baby,M,49449,1989-04-10
214451,Tristan,Scallan,M,80944,1989-06-02
214540,Boaz,Butner,M,41346,1990-06-02
214556,Yinghua,Tagansky,F,40000,1994-04-03
214560,Pradeep,Erez,M,49792,1986-05-24
214563,Basil,Ramras,F,51422,1997-01-22
214591,Mohua,Luders,F,45449,1999-08-18
214681,Edwin,Dulli,M,50591,1998-11-22
214682,Jaroslava,Neimat,F,96068,1988-12-18
214693,Garnet,Kuzuoka,M,40000,1988-04-15
214605,Mario,Rosenbaum,M,40000,1989-05-18
214706,Marlo,Kitai,F,53516,1992-12-10
214716,Hironobu,Makrucki,M,69425,1989-10-17
214719,Tristan,Skrikant,M,46065,1988-02-27
214616,Phillip,Paciorek,M,48421,1998-02-24
214727,Berthier,Koprowski,F,40000,1988-06-18
214622,Shaw,Peha,F,74203,1998-10-06
214738,Caolyn,Cunliffe,M,61076,1988-05-05
214741,Xiahua,Piazza,F,47215,1986-06-24
214657,Yurii,Papsdorf,M,47761,1995-08-24
214746,Mohan,Ishibashi,M,40000,1988-01-02
214753,Stafford,dAstous,F,40000,1995-04-22
214758,Remmert,Bruckman,M,40000,1997-08-12
214765,Jongsuk,Keustermans,F,50057,2000-12-09
214768,Yakichi,Guardalben,F,53861,1999-11-06
214663,Bangqing,Baez,F,61240,1986-05-01
214779,Denis,Nitsche,M,50619,1989-09-21
214665,Mana,Eickenmeyer,F,44406,1996-11-17
214785,Arif,Sigstam,M,51268,1991-12-26
214788,Sadun,Zschoche,F,53892,1986-11-28
214674,Zissis,Saoudi,F,68262,1986-04-07
214791,Mana,Ligten,M,42838,1989-10-23
214794,Val,Ibel,M,76281,1988-07-30
214796,Leah,Cronau,M,77345,1989-05-02
214862,Ziva,Basagni,F,74143,1987-02-09
214811,Serap,Kalloufi,M,42030,1988-06-28
214812,Marl,Nannarelli,M,50691,1998-01-27
214823,Aleksandar,Azulay,F,53102,1986-10-19
214826,Susuma,Merey,M,40000,1987-05-19
214874,Hironoby,Ventosa,M,48451,1987-10-29
214876,Shuho,Domenig,M,40000,1987-05-04
214858,Yongdong,Kushner,F,40000,1986-11-30
214892,Shim,Ducloy,M,40000,1987-04-11
214920,Ipke,Caine,M,48323,1988-01-25
215055,Percy,Percebois,M,54947,1997-01-13
214921,Hsiangchu,Byoun,F,51987,1988-05-10
214935,Makato,Hiroyama,M,40000,1994-11-15
214954,Marko,Mandell,M,40000,1987-12-19
215102,Horward,Puoti,F,74527,1997-07-17
215104,Giap,Guting,F,64016,2000-03-09
215109,Irena,Matzke,F,40000,1986-06-25
215111,Sajjad,Dahlbom,M,64669,1987-01-04
215116,Val,Holburn,M,55843,1988-09-30
215123,Sangeeta,Angelopoulos,M,75252,1997-12-28
215124,Gaetan,Waschkowski,M,53301,1986-04-11
215132,Karoline,Perz,M,40000,1989-05-31
215142,Danil,Kushner,M,59412,1987-06-14
215155,Hideyuki,Erdi,M,60531,1987-12-23
215156,Kensei,Conti,M,40000,1998-05-07
215168,Houman,Hellwagner,M,61126,1986-06-22
215172,Sukumar,Vigier,M,49864,1987-01-09
215177,Siamak,Tomescu,F,40000,1987-04-18
215179,Aleksander,Soicher,M,56307,1989-07-07
215188,Temple,Zhiwei,F,40000,1989-08-22
214955,Yunming,Puppo,F,88550,1987-06-09
214960,Yolla,Koblick,M,52879,1988-10-10
215212,Sigeru,Birnbaum,F,66089,1990-07-05
215218,Shiv,Cappello,M,41418,1999-10-15
214965,Toshiki,Zeleznik,M,67789,1992-01-28
215228,Annemarie,Rando,M,40000,1999-05-28
214970,Arfst,Belinskaya,M,91368,1987-09-04
214973,Susanta,Conde,M,46966,1994-11-18
214984,Tomofumi,Yurov,F,50677,1987-11-14
215233,Constantijn,Schiettecatte,M,40000,1988-04-23
215007,Georgy,Radwan,M,56493,1997-11-11
215244,Duangkaew,Farrow,F,43220,1993-11-15
215247,Tonny,Hellwagner,M,89998,1993-02-01
215248,Dmitri,Sinicrope,M,46523,1988-05-04
215262,Naraig,Meszaros,F,54118,1992-03-01
215008,Mechthild,Alpin,M,56002,1987-02-26
215016,Uinam,Sullins,M,40000,2000-10-16
215277,Ewing,Bach,F,66950,1992-07-11
215021,Horward,Staylopatis,F,72531,1987-03-26
215281,Tomofumi,Onuegbe,F,60176,1987-09-14
215282,Panayotis,Stasinski,M,72349,1996-10-03
215285,Kazuhira,Osgood,M,61939,2000-07-29
215289,Eckart,Anger,M,49356,1989-06-19
215029,Basant,Brender,M,43444,1989-04-20
215291,Haldun,Raoux,M,50804,1996-11-11
215039,Boutros,Stellhorn,M,42497,2000-04-01
215310,Sampalli,Dalton,M,40000,1995-08-25
215438,Bernd,Magalhaes,F,48133,1986-09-20
215326,Danae,Furudate,M,58948,2000-02-17
215329,Gregory,Doering,M,51181,1989-12-12
215335,Shuky,Kalafatis,F,71394,1989-02-10
215338,Hidde,Rodier,F,40000,1987-01-09
215345,Toshimori,Hertweck,F,52290,1986-07-23
215355,Amabile,Pehl,F,46588,1988-04-29
215360,Francesca,Meszaros,M,70479,1986-07-27
215370,Kristina,Leuchs,F,40000,1988-12-11
215371,Yahiko,Chinin,M,91866,1987-05-29
215373,Barry,Simmel,M,40000,1989-01-09
215467,Xinyu,Capobianchi,M,40000,1997-09-28
215374,Hatim,Szilard,M,40000,1986-04-16
215379,Martina,Muntz,F,42170,1989-08-11
215383,Xuejun,Kushner,M,40000,1990-03-05
215471,Nechama,Dehkordi,M,40000,1986-02-25
215402,Sanjiv,Prochazka,F,64432,2000-12-31
215480,Guther,Perly,M,67527,1988-04-19
215482,Samphel,Peac,M,83478,1988-02-06
215483,Tayeb,Schieder,F,64051,2000-05-18
215499,Boriana,Cherinka,F,44326,1989-05-04
215511,Jaroslava,Waterhouse,F,40000,1993-10-03
215616,Sachar,Aloisi,M,40000,1988-09-29
215620,Aiichiro,Baik,M,40000,1994-08-02
215513,Sigeru,Litzkow,F,73090,1997-05-01
215626,Murthy,Schusler,M,40000,1989-05-07
215523,Feixiong,Emmerich,M,59445,1998-08-04
215643,Nidapan,Staelin,M,40000,1997-07-12
215549,Mara,Georgatos,F,40000,1986-07-27
215648,Jeanna,Jahnichen,M,40000,1987-06-24
215654,Zvonko,Jakobus,F,40000,1996-03-09
215656,Shawna,Sankaranarayanan,M,40000,1989-10-25
215664,Aleksandar,Verhoeff,F,71444,1987-08-19
215567,Gennady,Bernick,M,58295,1993-06-30
215680,Lokesh,Billingsley,M,40000,1992-08-24
215685,Filipe,Nooteboom,M,51499,1986-06-22
215693,Hidefumi,Emmart,M,43705,1989-11-08
215695,Jasminko,Wendorf,M,40000,1988-10-21
215696,Nigel,Iisaka,M,69942,1988-12-28
215697,Tooru,Bardell,F,42622,1986-07-22
215575,Tran,Hofting,M,65409,1986-10-02
215713,Radhakrishnan,Engberts,M,44365,1991-07-15
215718,Weiwu,Luan,M,46731,1990-06-26
215576,Takushi,Anger,F,93415,1988-02-01
215726,Khosrow,Michaels,M,40000,1988-08-07
215801,Alejandra,Underwood,F,54442,1989-08-22
215730,Amalendu,Peek,M,40000,1988-02-18
215731,Xiping,Emmerich,F,40000,1990-12-21
215734,Gina,Bahi,F,58963,1987-04-30
215739,Masaki,Scallan,F,40000,1987-12-28
215745,Lidong,Suppi,F,63254,1989-02-11
215747,Fan,Czap,M,41216,1988-04-02
215776,Adas,Ashish,M,43918,1989-03-10
215783,Sverrir,Prochazka,M,47789,1987-02-26
215785,Zita,Tetzlaff,F,45564,1987-11-28
215829,Boaz,Jumpertz,F,49791,1987-10-20
215831,Halsur,Ferriere,F,56380,1986-08-21
215974,Shay,Karlin,M,52265,1990-06-02
215848,Arnd,Chenoweth,M,45040,1986-09-04
215980,Dipayan,Irland,F,70864,1986-10-12
215989,Kersti,Hofting,M,40000,1986-11-11
215855,Fan,Snedden,M,56353,1989-10-16
215871,Naraig,Lores,M,40000,1987-08-17
216016,Zhonghui,Schwaller,F,43247,1988-02-06
216020,Taiji,Gurbaxani,F,51803,1986-08-14
216028,Guadalupe,Hofmeyr,F,58490,1986-05-29
215890,Denis,Kroon,M,40000,1986-05-20
216032,Alain,Senzako,F,40225,1987-04-12
216034,Marit,Pollacia,F,60678,1997-06-27
216038,Nahla,Alameldin,M,40000,1996-07-17
216047,Gil,Cooke,M,40000,1990-10-05
215900,Yoshimitsu,Chvatal,M,41650,1995-11-19
216071,Guadalupe,Edelhoff,F,45421,1988-06-02
215917,Mohua,Valette,F,45839,1988-07-19
216075,Nimmagadda,Kranzdorf,F,69047,1990-09-26
215924,Bojan,Rotem,M,49791,1988-10-16
215941,Atilio,Herber,M,72226,1986-07-03
216102,Baziley,Vingron,M,58493,1994-02-05
216116,Yuuichi,Petersohn,M,40000,1986-09-06
215946,Josyula,Barbanera,M,55323,1989-04-28
216127,Steve,Farrag,F,40000,1992-01-10
216128,Syozo,Schneeberger,F,40000,1987-08-07
216131,Paloma,Schaft,F,40000,1990-08-07
216132,Hironoby,Rodiger,M,49712,1988-05-11
215963,Luigi,Chinen,F,68180,1997-10-03
216138,Giordano,Shanbhogue,F,40000,1994-04-13
216153,Masato,Boguraev,F,40000,1989-08-24
215966,Kayoko,Angot,F,40000,1988-09-25
216348,Gro,Ernst,M,40000,1987-04-14
216160,Nathan,Kusakari,M,71625,1991-07-26
216354,Nishit,Argence,M,40000,1991-04-05
216177,Nagui,Mattern,M,40000,1989-04-13
216180,Kristin,Ranka,F,40118,1987-07-04
216181,Susuma,Biran,M,60016,1986-12-26
216186,Kazuhito,Schaar,M,46696,1988-08-06
216191,Yuuichi,Bernick,M,40000,1997-08-30
216193,Arne,Rosen,M,46439,2000-02-20
216230,Adib,Kabayashi,M,54257,1998-03-19
216233,Sushant,Crooks,F,41967,1995-03-12
216238,Weijing,Leppanen,M,80482,1988-04-13
216244,Hilari,Wursthorn,M,60307,1992-09-29
216250,Jaana,Zweizig,F,75580,1994-06-05
216389,Garnik,Naudin,F,49848,2000-11-26
216270,Jeong,Kohling,M,40000,1986-05-26
216275,Shirish,Einsfeld,F,46107,1988-12-02
216284,Maris,Vigier,M,48462,1989-11-23
216291,Patricia,Kuszyk,F,40000,1988-04-24
216294,Keiichiro,Kalefeld,M,94349,1987-02-23
216295,Kerhong,Siegrist,M,71807,1996-10-12
216390,Sergi,Keustermans,F,40000,2000-03-22
216301,Yannis,Kilgour,M,77387,1994-04-04
216392,Ziyad,Baer,M,69678,1989-11-30
216393,Masami,Hockney,M,100963,1989-04-11
216318,Guozhong,Maierhofer,M,49678,1999-09-25
216395,Sakthirel,Ohori,F,46157,1991-03-18
216321,Masami,Lores,M,71487,1988-09-04
216326,Pantung,Zizka,M,52232,1987-01-14
216397,Feixiong,Brodal,M,78066,1986-10-11
216327,Morris,Heuter,F,67732,1997-05-09
216415,Gererd,Vadhan,M,56965,1995-06-22
216422,Manibrata,Crooks,M,44140,1991-12-16
216423,Boaz,Lorcy,M,40000,1986-05-02
216443,Troy,Pero,F,40000,1986-11-10
216530,Jiann,Marrakchi,F,40000,1990-04-25
216532,Dung,Merli,F,40000,1986-07-23
216545,Sorina,Danley,F,40000,1995-04-01
216549,Menkae,Raney,M,40000,1999-06-13
216449,Radhika,Billingsley,F,47402,1987-07-05
216554,Ewing,Litzler,M,50727,1987-02-05
216559,Munir,Heinisuo,F,40000,1986-09-03
216460,Tetsushi,Gerteisen,M,63038,1990-07-13
216578,Koichi,Plesums,M,57321,1991-11-17
216468,Gila,Cronan,F,63596,2000-06-28
216580,Susuma,Facello,F,60025,1988-01-02
216583,Shir,Dehkordi,M,78543,1995-04-19
216474,Kristian,Swist,M,57708,1988-01-20
216496,Holgard,Shihab,M,40000,1994-08-10
216599,Marsja,Pettey,M,57635,1990-12-13
216602,Stamatina,Peron,M,40000,1993-04-05
216615,Yechiam,Busillo,M,67628,1992-10-12
216619,Ulises,Reistad,M,60810,1998-12-01
216500,Angus,Eldridge,F,40000,1992-02-01
216720,Xinan,Etalle,M,40000,1987-03-14
216641,Florian,Ginneken,M,65018,1988-02-20
216642,Kazuhiko,Mondadori,M,60832,1986-08-17
216643,Luisa,Camurati,M,57260,1988-05-05
216658,Bogdan,Scallan,F,44379,1987-08-26
216659,Munehiko,Carrera,F,76394,1993-08-01
216668,Kellie,Rodite,M,62124,1993-05-17
216670,Sreenivas,Paludetto,F,40289,1987-01-04
216678,Khatoun,Laurillard,M,40000,1991-09-21
216683,Mayuko,Rattan,F,40000,1993-02-05
216684,Sugwoo,Wendorf,F,40000,1989-04-20
216722,Leen,Sudbeck,M,45474,1986-05-01
216703,Visit,Zolotykh,M,61810,1987-05-04
216734,Yakkov,Swist,M,40000,1986-05-02
216748,Salvador,Jervis,F,81672,1988-07-28
216896,Suebskul,Pelc,M,40000,1998-05-06
216750,Charmane,Farris,F,40838,1999-02-03
216904,Khosrow,Leivant,M,40000,1999-06-13
216778,Yunming,Wegerle,M,54340,1988-01-21
216927,Susumu,Welham,M,40000,1986-12-12
216789,Eben,Ghemri,F,56045,1990-11-07
216934,Nagui,Krzyzanowski,M,59907,1989-07-21
216947,Utz,Vernadat,F,58691,1988-10-11
216798,Rimon,Nitsch,M,40000,1988-11-14
216959,Shimshon,Reistad,M,54603,1993-06-13
216965,Badri,Birke,M,54761,1998-04-30
216801,Heon,Vasanthakumar,F,69562,1997-08-31
216809,Moni,Winter,M,84785,1988-07-07
216975,Branimir,Salverda,M,63201,1986-03-21
216984,Maya,Swen,M,78524,1987-11-21
216813,Atreye,Lorys,M,40659,1988-11-18
216988,Abdulla,Hempstead,M,57486,1988-09-16
216996,Gift,Jansen,M,52640,1999-05-18
216854,Kirk,Reeker,F,57151,1995-11-03
217008,Mokhtar,Makinen,M,40000,1999-05-23
217024,Valdiodio,Peternell,F,43810,1998-01-24
216860,Akeel,Monkewich,M,79394,1988-01-11
216885,Fumiya,Leuchs,F,42578,1987-06-04
217062,Candido,Cappello,F,43533,1986-06-28
217070,Aksel,Gargeya,F,58281,1986-04-24
217078,Parviz,Huhdanpaa,M,45432,1998-06-08
217276,Billur,Schapire,F,40000,1987-11-14
217081,Mamdouh,Buescher,M,40000,1988-09-26
217283,Khosrow,Falco,F,40000,1989-06-19
217099,Jolita,Cyne,F,45181,1987-09-23
217299,Martins,Gill,M,56881,1988-05-08
217105,Khedija,Soloway,M,56232,1992-01-04
217106,Yuping,Cannane,M,49182,1988-11-22
217109,Arra,Ossenbruggen,F,40000,1987-06-11
217118,Goncalo,Seiwald,M,51389,1988-02-17
217312,Zorica,Rodham,M,46049,1993-10-08
217125,Tuval,Maliniak,M,52147,1997-01-11
217315,Garnik,Neimat,M,40000,1989-01-11
217144,Aris,Picht,F,40000,1991-04-26
217319,Uzi,Makrucki,M,47990,1997-05-20
217156,Shaowen,Mansanne,M,40000,1993-05-06
217163,Mohua,Schaap,M,53388,1995-07-05
217322,Pascal,Munro,M,40000,1991-09-29
217168,Mahmut,Heystek,F,48816,1989-02-27
217173,Torsten,Krichel,M,96811,1986-04-17
217332,Jahangir,Olivero,M,40000,1989-05-04
217179,Kerhong,Khasidashvili,M,40000,1987-08-06
217336,Jungsoon,Usdin,M,76034,1989-04-09
217187,Duri,Hedayat,F,48653,1989-02-13
217188,Leszek,Bach,F,77842,1987-07-28
217342,Paris,Perng,F,40000,1992-10-25
217198,Luigi,Chinen,M,49741,1989-07-21
217199,Miomir,Saoudi,M,76934,1989-06-29
217200,Xinyu,Hutter,F,45790,1995-01-24
217347,Mechthild,Perri,M,59309,1999-12-14
217349,Atreyi,Zeleznik,M,46378,1989-03-01
217350,Bernardo,Bauknecht,F,80707,1994-12-02
217377,Zhaofang,Gecsei,M,48248,1993-02-24
217385,Sadun,Smailagic,M,80436,1993-06-26
217265,Shimshon,Glinert,M,40000,1988-01-24
217386,Uzi,Dengi,M,69048,1989-04-21
217396,Soenke,Flowers,F,40000,1988-09-19
217418,Nikolaos,Puppo,F,60671,1988-02-22
217451,Sanjoy,Giarratana,M,57706,1997-04-30
217453,Goo,Ishibashi,F,40000,1987-09-10
217471,Josyula,Coors,F,71548,1994-09-27
217434,Kwun,Unno,M,48867,1989-06-09
217484,Subhrajyoti,Nivat,M,48138,1993-10-24
217642,Nectarios,Lieberherr,F,45507,1997-02-07
217497,Karsten,Monarch,M,40000,1996-12-02
217509,Saeed,Beutelspacher,F,41867,1990-08-11
217523,Abdulla,Zolotykh,F,60944,1986-03-05
217528,Inderjeet,Lalonde,F,40000,1999-05-23
217534,Emran,Guting,F,40000,1989-12-27
217549,Mitchel,Serna,F,40000,1989-03-17
217558,Oldrich,Bugaenko,M,41674,1986-10-20
217559,Taizo,Cappelli,F,69842,2000-08-15
217561,Kiyotoshi,Ananiadou,M,62988,1988-11-25
217564,Marie,Schnabel,F,91217,1997-10-05
217565,Fai,Lorin,M,40000,1989-05-15
217574,Roded,Gelosh,M,48288,1993-01-12
217598,Piyawadee,Przulj,M,40000,1995-03-11
217606,Khalid,Luit,M,40000,1991-07-08
217643,Guangming,Oxman,F,55919,1993-03-30
217624,Guadalupe,Rajaraman,M,40000,1986-03-13
217649,Lidong,Potthoff,M,96052,1989-04-10
217653,Jackson,Awdeh,F,40000,1988-07-17
217661,Chenxi,Janetzko,F,77430,2000-08-17
217662,Marla,Parveen,M,51565,2000-01-06
217687,Georg,Schwabacher,M,57614,1988-07-08
217824,Tomofumi,Ranai,F,64556,1988-12-23
217844,Hideo,Munch,M,40000,1988-06-10
217845,Deborah,Matheson,F,40000,1986-04-24
217699,Khue,Vesna,F,40000,1999-07-11
217856,Toshimi,Gimarc,M,49405,1988-09-13
217714,Sajjad,Coors,F,40000,1987-07-11
217870,JoAnna,Simmel,F,42348,1986-06-07
217873,Gro,Uchoa,M,47044,1989-08-06
217876,Leah,Kossowski,F,40000,1993-11-04
217879,Dmitry,Manders,M,40000,1986-08-10
217734,Tayeb,Eldridge,F,66838,2000-06-19
217888,Parke,Speer,M,52292,1988-04-19
217746,Shih,Pelc,M,66943,1989-01-25
217753,Maria,Birge,M,42519,1987-12-12
217928,Yishay,Showalter,M,43014,1996-04-11
217764,Ingmar,Massonet,M,40000,2000-10-17
217939,Constantine,Masada,F,46439,1997-11-16
217945,Shmuel,Georg,M,88260,1987-11-30
217768,Bikash,Merro,M,45602,1998-11-12
217955,Marit,Cairo,F,44693,1987-06-22
217961,Makato,Fortenbacher,F,55578,1997-04-03
217775,Becky,Pusterhofer,F,40000,1997-02-16
217963,Vojin,Badache,M,40000,1988-03-20
217967,Candido,Merli,M,80085,1988-09-27
217969,Irena,Hardjono,F,40000,1988-12-28
217970,Frazer,Escriba,F,72123,1986-12-02
217813,Seongbin,Linnainmaa,M,59531,1993-06-27
217973,Geoffry,Underwood,M,40000,1988-05-26
217977,Shahaf,Eldridge,M,40000,2000-08-22
217986,Aiichiro,Auria,F,41943,1989-07-28
217991,Kenton,Reinhard,F,80840,1997-06-08
217998,Dipankar,Murthy,M,40000,1995-08-15
217820,Beshir,Crabtree,M,54939,1987-04-05
218192,Mandell,Paludetto,M,43674,2000-12-03
218195,Niteen,Poujol,F,69549,1997-11-23
218029,Vivian,Lortz,M,40000,1987-07-17
218200,Martien,Szilard,M,54740,1997-12-26
218044,Maia,Veevers,M,67174,1988-03-19
218201,Harjit,Ashish,F,55865,1994-06-03
218048,Michaela,Kaiserswerth,F,42520,1997-06-17
218210,Kinh,Nitto,F,41874,1989-01-30
218051,Seongbin,Czap,M,69947,1998-10-16
218061,Adas,Rusterholz,M,51836,1988-12-03
218212,Navin,Cheshire,M,81958,1996-07-20
218214,Tonia,Montresor,F,69259,1988-05-24
218083,Ashish,Cannata,M,40000,1989-12-26
218215,Subhrajyoti,Pargaonkar,M,87679,1988-11-30
218217,Wuxu,Bernick,M,53539,1986-03-20
218228,Francesca,Auyong,F,64688,1988-11-26
218098,Shietung,Conia,F,40000,1986-04-09
218254,Susanna,Eugenio,F,66006,1986-06-28
218119,Giri,Mahmud,M,42629,2000-12-31
218128,Saeed,Bierbaum,F,49705,1997-11-20
218138,Kazunori,Malabarba,F,60962,1989-04-09
218264,Kenton,Uludag,F,43602,1986-03-12
218158,Goh,Siksek,F,40000,1994-11-11
218267,Dzung,Terekhov,F,40000,1998-01-23
218167,Diederik,Fargier,M,70655,1988-09-08
218272,Gay,Boreale,F,40000,1988-08-25
218178,JiYoung,Brickell,M,40000,1993-08-21
218275,Mayuri,Furudate,M,40000,1986-10-07
218183,Zsolt,Papastamatiou,M,66813,1987-05-11
218189,Vishv,Rindone,M,64144,1991-08-23
218276,Youjian,Ranze,M,40000,1993-03-02
218280,Olivera,Gist,M,40000,1993-07-15
218291,Martine,Kalloufi,F,64682,2000-03-12
218303,Oscal,Thorensen,M,57902,1986-12-06
218319,Kitty,Speer,F,53536,1989-09-03
218408,Alair,McClurg,M,64391,1987-09-13
218414,Shay,Basagni,F,40000,1986-10-18
218415,Arto,Farris,F,40000,1987-06-24
218417,Moto,Aamodt,F,64792,1988-01-29
218358,Takushi,Picel,M,40000,1992-11-23
218423,Arlette,Munro,M,40000,1996-10-23
218432,Eran,Pettit,F,66847,1987-02-28
218435,Sanjiv,Mayerwieser,F,40000,1987-08-02
218439,Amstein,Jonsson,M,67512,1989-04-23
218441,Yechezkel,Lundstrom,M,40000,1987-02-18
218442,Hausi,Neiman,F,43307,1997-07-14
218445,Duro,Schaar,M,69888,1993-11-17
218459,Xiaoqiu,Casley,F,46773,1988-09-11
218562,Arvin,Furudate,F,40000,1986-10-29
218466,Bernt,Kadhim,F,40000,1992-12-22
218475,Doowon,Ranst,F,40000,1987-03-24
218477,Vishwani,Kornatzky,M,40000,1999-11-27
218491,Kannan,Baez,M,40000,1988-12-06
218494,Ronghao,Bultermann,M,40000,1992-08-29
218497,Toshimo,Boyle,F,40000,1993-06-24
218565,Shunichi,Servi,F,40000,1988-05-30
218503,Urs,Berztiss,F,40484,1987-09-10
218504,Adil,Shobatake,M,65027,1989-06-09
218574,Shiv,Sessa,F,56631,1998-03-23
218522,Ulises,Verhaegen,F,44277,1996-03-13
218528,Heeju,Matzat,M,41666,1986-05-18
218580,Kwee,Speek,M,40000,2001-01-22
218535,Yurij,Pleszkun,F,40000,1994-09-27
218540,Nathalie,Trelles,M,47975,1988-08-10
218583,Ulises,Baumann,M,40000,1987-10-22
218592,Shalesh,McDermid,F,67463,1997-04-06
218560,Charmane,Ramamoorthy,F,54540,1989-01-19
218593,Arunas,Lamba,F,57787,2000-04-07
218595,Murthy,Brodal,M,40000,1989-09-06
218598,Kristen,Mandell,F,40000,1986-06-22
218608,Udi,McClurg,M,53984,1986-06-09
218755,Zengping,Usery,M,58850,1999-12-29
218758,Mariangiola,Krichel,F,52807,1997-10-15
218763,Tesuro,Danecki,M,40000,1987-03-27
218619,Theirry,Unni,F,41559,2000-10-10
218766,Janalee,Ozery,F,52090,1989-08-24
218768,Yurij,Gaughan,F,40000,2000-11-26
218629,Ingmar,Perry,M,40000,1987-03-03
218783,Keiichiro,Polupanov,F,40000,1988-04-05
218796,Elzbieta,Thiria,F,40132,1987-03-21
218812,Rildo,Seuren,F,40000,1987-04-08
218828,Indrajit,Weiland,M,64276,1995-01-14
218840,Insup,Bennis,M,76104,1994-08-27
218842,Bedrich,Sinicrope,F,59048,1989-11-23
218855,Elvia,Bratsberg,F,40000,2000-12-27
218856,Haldon,Rattan,F,40000,1989-01-12
218861,Leen,Georg,F,40000,1989-09-08
218864,Anestis,Taubenfeld,F,40000,1998-07-09
218877,Mahmut,Wendorf,M,40000,1987-10-22
218878,Pranay,Fujisawa,F,49188,1991-11-06
218879,Somnath,Irland,M,40000,1986-03-01
218883,Yongqiao,Erie,F,70125,2000-03-09
218631,Feixiong,Zhiwei,F,40000,1988-01-02
218885,Rosine,Gimarc,M,51064,1989-12-04
218889,Geoffrey,Schaft,M,40000,1990-08-09
218653,Abdulla,Siochi,F,40000,1989-09-26
218916,Iara,Cronan,F,67382,1994-09-12
218655,Kiyotoshi,Lakshmanan,M,55401,1991-02-10
218924,Apostol,Hiraishi,M,70406,1997-08-19
218927,Saddek,Jenevein,F,60013,1996-04-22
218656,Valeska,Simmel,F,70473,1995-09-23
218661,Haldon,Nitta,M,46618,1988-11-06
218665,Ibibia,Schmiedel,M,40000,1987-02-13
218674,Toshiko,Lipner,F,68093,1995-01-08
218675,Yoshimitsu,Taubenfeld,F,69566,1987-01-09
218933,Kazunori,Heiserman,M,58805,1998-02-01
218676,Shichao,Kowalchuk,M,49242,1987-09-12
218682,Elrique,Delgrande,F,40000,1990-10-11
218946,Pramod,Begiun,M,80348,1989-02-06
218949,Arumugam,Milicic,F,40000,1989-04-11
218952,Zeljko,Sommer,M,40000,1989-02-28
218685,Sarita,Yavatkar,F,52081,1987-01-30
218965,Jiakeng,Uludag,M,67406,2001-01-01
218691,Marsha,Simmen,F,49314,1990-10-23
218693,Sanjiv,Pashtan,M,40000,1986-09-04
218978,Babette,Danlos,F,73133,1990-01-23
218983,Yannis,Tasistro,M,40000,1986-03-28
218694,Giri,Honglei,M,40000,1991-09-05
218713,Akeel,Glowinski,M,75289,1987-08-17
218991,Falguni,Pusterhofer,F,40000,1988-07-07
218998,Kristian,Hennebert,M,53486,1997-02-11
219000,Dayanand,Yetim,F,50887,1987-09-08
219007,Khun,Gide,M,40000,1989-03-15
219008,Claudi,Staelin,F,47639,1986-08-01
219010,Ymte,Cannard,M,54671,1988-08-08
218717,Ayonca,Werthner,M,51053,1986-12-16
219017,Atilio,Cangellaris,M,76158,1988-02-01
219026,Nathalie,Quittner,M,87345,2000-09-01
218722,Becky,Zirintsis,M,52881,1989-04-19
219031,Padma,Luon,M,40000,1989-05-29
218724,Sanjai,Panangaden,M,40000,1987-03-23
219034,Danai,Doering,F,55825,1999-02-22
219036,Toney,Keohane,F,43897,2000-03-31
218725,Genevieve,Hatcliff,M,72411,1996-01-08
